author_name,author_from,comment_title,comment_body,comment_date
Afonsoccr,"Santos Dumont, MG",Área verde de lazer ,"O parque é um dos vários da capital paranaense, e tal qual seu colegas, é bem cuidado e oferece um respiro para os ares da cidade grande e agitada. Possui um lago e áreas verdes amplas, além de uma infra estrutura que dá ao visitante o necessário para que tenha momentos", agosto de 2019
Lizz,"Curitiba, PR",Unico!,"Um dos melhores e mais lindos parques de Curitiba, perfeito para lazer, passeios em família e diversão garantida para a criançada! ", agosto de 2019
Carla S,"São Paulo, SP",Lindo e organizado,"Impressionou-me pela organização, há pista para quem anda de bicicleta, pista para quem corre e pista para quem caminha. O parque é lindo!", agosto de 2019
salesa2018,"Curitiba, PR",LAZER,"Um dos parques mais bonitos da cidade, se não for o mais bonito, local onde gosto de ir e levar amigos e familiares que vem de fora, lugar de muita paz e tranquilidade, com seus peixes capivaras e pessoas de todos os tipos circulando por lá.", abril de 2019
Adriana,"Niterói, RJ",Lugar acolhedor,"Lugar maravilhoso para uma caminhada, brincar com as crianças, correr e se sentir conectado à natureza. Além da linda vista, o parque possui pista para caminhada e para bicicleta e também aparelhos para ginástica. Excelente lugar para relaxar e pedalar. Possui bicicletas da", agosto de 2019
Simone A,"Blumenau, SC",Lindo e ideal para esportes,"O parque tem uma ótima pista de caminhada/corrida, com 5km de extensão, facilitando a vida dos atletas que desejam treinar. O visual é incrível. Facilidades como estacionamento, banheiro, restaurante. Também é um lugar lindo para pedalar e passear com a família. Tem um lago", maio de 2019
Viaje com a Belle,,Bonito ,"Bonito. Mas há parques mais bonitos que ele. Não há muito o que se ver. Fui em um dia de chuva, mas a beleza continuou a mesma! Se tiver tempo livre, vá conhecer. Caso contrário, opte por outros parques. Se for com a linha turismo, não desça nele.. perde muito tempo.", agosto de 2019
Marcos G,,Um passeio no parque,"Um passeio muito bom, lugar tranquilo, menos com tempo chuvoso, pois ocorrem áreas de alagamento. Pistas de caminhada em boas condições, lugar seguro e agradável", julho de 2019
Rosemeire Z,"São Paulo, SP",Imenso ,"Foi muito gratificante conhecer esse parque, aliás todos os que visitei em Curitiba, é um lindo lugar, perfeito para caminhar, correr, pedalar ou simplesmente relaxar curtindo a bela natureza. Dei uma volta completa no parque, final de tarde e dia de semana, estava bem", julho de 2019
Raphael P,"Colatina, ES",Ideal para dar uma caminhada,O local é ideal para dar um bela caminhada e contemplar a natureza . O parque fica próximo da cidade e de fácil localização. , agosto de 2019
Larissa S,"Curitiba, PR",melhor parque!,"o parque Barigui é o melhor parque de Curitiba! Bom para todos os gostos e todosos públicos. ambiente agradável, espaço super limpo e sempre tem algum evento atrativo.", maio de 2019
CrisHilgenberg,"Curitiba, PR",O melhor parque de Curitiba ,"Adoro o parque Barigui!  É um parque com uma pista de 6 km, mas com alternativas mais curtas. Tem áreas de ginástica e alongamento. Restaurantes, quiosques de água de coco e muita área verde, além do famoso lago.  Perfeito para um passeio com as crianças, ou para aquele treino", junho de 2019
Beatriz BaCout,,Bonito mas com muitos mosquitos,"Leve repelente, e prepare a caminhada. Também tem que levar comida ou lanche, pois nem dentro nem ao redor tem locais bons para refeição. O açaí em frente é caro e o atendimento é péssimo. ", julho de 2019
LHTECNICA,"Belo Horizonte, MG",Parque urbano esportivo,"Oferece opções de lazer e esportes e um amplo espaço urbano arborizado e com lagos. Pistas de corrida, patinação, academia ao ar livre e uma ambulante que serve delicioso caldo de cana com limão.", julho de 2019
Livia Dickson,"Ananindeua, PA",Bonito,"Ótimo lugar para caminhar, correr, pedalar... praticar esportes. Bonito e assim como os outros parques bem cuidado.  ", julho de 2019
Daniela P,"Petrópolis, RJ","Visita esportiva, não é tanto turístico ","Ótimo para fazer caminhadas, corridas, andar de patinete e bicicleta (é possível alugar no local). Mas não é um parque com uma vista extraordinária, não sendo tão turístico quanto outros parques de Curitiba ", julho de 2019
Sampa7778,"Campinas, SP",Lindo,"Espaço formidável onde muita gente se encontra para especialmente fazer atividades físicas. Muitas bicicletas, skates e patinetes. Vale muito a pena", julho de 2019
Thefiorenza,"Viamão, RS",Parque das capivaras,"O parque possui um lago onde vive um grupo de capivaras o que é bem interessante em uma cidade grande, outra é a pista de caminhada, corrida e ciclovia que contornam o parque", junho de 2019
888Luis,"São Paulo, SP",Treino no parque,"Com um visual muito bonito do nascer do sol, o parque tem estacionamento facíl e boa estrutura para a pratica de esportes.", julho de 2019
patriciacantuaria,"Santos, SP",Realmente o preferido dos curitibanos,Passeamos lá em um domingo de sol e foi onde menos encontramos turistas e mais curitibanos com suas famílias e bichos. Muito bonito e as capivaras realmente ficam pertinho de você. Vale a pena conhecer., julho de 2019
ErikinhaPinda,"Pindamonhangaba, SP",Perfeito para atividades ao ar livre,"O Parque é cortado pelo rio Barigui e é bem procurado para para fazer caminhadas, andar de bicicleta (você pode alugar as bikeS da Yellow), patins, além de um excelente lugar para fazer piquenique ou ficar de bobeira...  ENTRADA GRATUITA.", julho de 2019
Edson Pertile,"Cuiabá, MT",Patinete e diversão,"Parque bem cuidado, limpo e tranquilo. Para a molecada existe a opção de patinetes elétricos vale a pena deixar eles se divertirem, mas com a recomendação de NÃO ABUSAR DA VELOCIDADE.", julho de 2019
Sergiocordeirotj,"Tijucas, SC",Perfeito,"Um dos lugares mais procurados pelos moradores nos dias em que o sol decide aparecer. O parque é cortado pelo rio Barigui e tem um lago que oferece um lindo cenário para o entardecer. Quem for ao parque encontrará restaurante, pavilhão de exposições, o Museu do Automóvel,", julho de 2019
RoLamers,"Curitiba, PR",Excelente para caminhadas,"O Parque Barigui é um dos mais famosos de Curitiba. Excelente lugar para fazer caminhadas, andar de bicicleta, patins, skate. Nos Domingos de sol, muita gente leva seus filhos para brincar e  fazem pequiniques. É um local bonito, com Lago, arborizado, excelente para passear e", julho de 2019
Luciane Simionato,"Curitiba, PR",Caminhadas diárias,"Qual curitibano não ama caminhar ou correr pelo parque Barigui? Agora então, com o aluguel de bicicletas da Yellow ficou fantástica a experiência. Amo!", junho de 2019
Carol C,"Rio de Janeiro, RJ",Maravilhoso!,"Um excelente local para respirar ar puro, passear pela grama, fazer um piquenique, levar crianças e animais de estimação.", julho de 2019
regina h,"Curitiba, PR",Parque maravilhoso,"Lagos  área verde, pista de caminhada e corrida,  local para alinhamento. possesso quiosques com água de Coco e caldo de cana feitos na hora. Grandes gramados, para crianças brincarem, restaurante dentro. Tem banheiros churrasqueiras públicas. ", julho de 2019
PriscilaDantas,"São Paulo, SP",ótimo para pratica de esportes,"Eu adorei, fui dois dias no parque,  pista de corrida ótima para quem gosta de correr a volta tem 5.350 mts. tranquilo muito bonito e bem conservado. Pertinho do centro.", julho de 2019
Luize Fernandes,"Montevidéu, Uruguai",O melhor parque de Curitiba!,"Estive pela primeira vez em Curitiba e depois de conhecer todos os pontos turísticos, este foi o único que retornamos! Lindo demais e excelente para frequentar sozinho, em casal ou com a família. Ambiente incrível! ", julho de 2019
Ppatriciart,"Vitória, ES",Lindo!,"Natureza em meio a cidade. Fica ao lado do Park Shopping Barigui. É o maior parque verde de Curitiba. Tem muitas capivara, pista de caminhada,e excelente pra família.", maio de 2019
Roselaine G,,É o melhor e maior parque de Curitiba,"Parque Barigui é maravilhoso. Com pista para caminhadas, corridas e passeio de bikes separados. Local ideal para ir com amigos, familia, namorar, fazer picnic e relaxar", junho de 2019
Adi S,"Curitiba, PR",Excelente Parque de Lazer,"Local tranquilo para passear, fazer exercícios e até para um dia de churrasco ao ar livre com a familia.", maio de 2019
neidelouratriz,SAO PAULO,Lugar perfeito para contemplar a natureza!,"Um lugar cheio de paz e tranquilidade onde você é acompanhado por capivaras descansando no gramado! Tem pista e locação de bike e patinete! Uma ótima estrutura em um lugar lindo, tem 2 opções de restaurantes e play para as crianças. Super recomendo!", maio de 2019
fkwbr3,"São Bernardo do Campo, SP",Vale a visita,"Ótimo para caminhar, pedalar ou simplesmente ficar contemplando a paisagem. Muitos locais (gramados) para sentar e relaxar.", junho de 2019
Gabriel C,,Praia dos curitibanos em dia de Sol,"Excelente local para passear com a família, ou a sós mesmo. Muito bom para a prática esportiva. Corrida, andar de bicicleta, patins, patinete. Ótimo lugar para levar os pets. ", junho de 2019
Leandro,"Rio de Janeiro, RJ",Bonito,"Foi um domingo de sol, em um local com muitas famílias, muitas crianças, bicicletas, patinetes. Um belo passeio!!!", junho de 2019
José Roberto,,Caminhadas ao ar livre,"Parque Barigui é muito lindo, faço minhas caminhadas 3 vezes por semana lá, segurança está boa, minha reclamação e de todos que usufruem do parque são os banheiros, um absurdo não ter um banheiro disponível após as 18hs.", junho de 2019
camilagz,,natureza,"lugar lindo natureza lugar bem familia, tem uma ponte bem linda e tem alguns bichos pelo parque solto amei o lugar", junho de 2019
hcosta4,"Curitiba, PR",Ótimo para uma caminhada,"Lindo parque, um dos melhores de Curitiba. Ótima opção para uma caminhada ou bicicleta no final de semana. Passeie em volta de um bonito lago, as capivaras estão sempre por lá. Também tem a opção de passar para o outro lado do parque, próximo à uma antiga chaminé industrial.", junho de 2019
rachelsamhan,"Ribeirão Preto, SP",Parque maravilhoso,"O parque é muito bonito e organizado, com uma pista com ciclovia enorme. Fomos num feriado, estava cheio de famílias e pessoas desfrutando. Certamente recomendo!", junho de 2019
Victor Souza,"Itamaraju, BA",Incrivelmente lindo,"Eu não sei por qual motivo esse parque não estava no meu roteiro. Fui visitar o Museu do Automóvel e resolvi dar uma passada nele. Ainda bem que fiz isso, pois foi uma experiência muito gostosa. O parque é gigantesco, tranquilo, com muito verde e animais, como capivaras e patos.", setembro de 2018
Fabio Luiz Furtado,"Chapecó, SC",Tradicional,"Maior e mais tradicional parque da cidade, muito espaço, otimo para esportes, corridas, bicicleta, ver animais como cisnes, patos e capivaras. Estacionamento, quadras, churrasqueiras. Com certeza vale a visita.", junho de 2019
Elmar de Oliveira,"Brasília, DF",CONSTATAÇÃO,"Frequentar o conhecer o Parque Barigui é desfrutar de um espaço maravilhoso, limpo e bem conservado, principalmente se tivermos à mão uma bike... fora isso, outras alternativas se apresentam, pois a pé, de carro, bike ou qualquer coisa, vale muito a pena passear por lá.", março de 2019
Janaina Mello,"Caçapava, SP",Bom e bonito.,"O parque é bem grande, com estruturas bem organizadas, barzinhos e lanchonetes beirando o parque. Nele também se encontram os patinetes e as bikes yellow que fazem sucesso entre adultos e crianças. O local é muito bem cuidado e conservado. Para um fim de tarde ou piquenique é", junho de 2019
AnaCCK,"Blumenau, SC",Bom,"Otimo para alugar bicicleta, caminhar e fazer exercicios. Um otimo parque em Curitiba, mas...  achei um pouco mal cuidado, esperava uma vegetação mais bem cuidada. Banheiro pago a parte (R$ 2,00) e mesmo assim péssimo.", junho de 2019
Ivana S,,Parque mais lindo que conheço,"Limpo, conservado, com gente bonita, cultura do verde e de preservação. Excelente lugar para uma caminhada.", junho de 2019
Thiagodsales,"Guarujá, SP",Muito bem cuidado.,"Um parque muito bem cuidado, limpo e com áreas específicas para ciclistas e corredores.  É um local frequentado por famílias e esportistas.  Local seguro e ainda possui alguns bares muito bons. Recomendo.", junho de 2019
Mario Ayres,"São Paulo, SP",Parque imenso,"Também organizado, bonito, ótimo para todas as idades. Possui pistas demarcadas para correr, andar, pedalar ... enfim, cada um faz sua atividade de forma tranquila. ", junho de 2019
camilabs88,"Morro Agudo, SP",Parque enorme,"O parque é enorme.  As pessoas utilizam para caminhar, corree, andar de bike. Tem um restaurante para apreciar o pôr do sol com um lago muito lindo. Embora não tenha myita atividade, o parque é li do.", junho de 2019
Yuriblanco,"Vitória, ES",Ótima opção gratuita,"Tem um clima muito bucólico e um gramado maravilhoso. Tem as capivaras, os pássaros, o lago... Ótimo local para passar uma tarde sem pressa nenhuma. Leve uma toalha para forrar o chão e aproveite.", junho de 2019
Pedro Z,"Curitiba, PR",lazer e felicidade,"Estar no parque barigui vai elevar sua alto estima, pois estará em contato com a natureza. certamente ira retornar e indicar, a beleza , conservação e limpeza do local surpreendem.", junho de 2019
Valderes Maria M,"Curitiba, PR",A melhor polenta frita no Bar do Lago,"Sim! Passeie no parque, veja as capivaras e no final da tarde saboreie no Bar do Lago, a melhor polenta frita no bom estilo italiano. E tudo isso apreciando um lindo céu de por do sol.", junho de 2019
Haline Rodrigues,"Blumenau, SC",Passeio com cachorro,"Amei o parque, é muito grande, limpo e aceita cães. Vale muito a pena conhecer e dar a volta ao redor, super recomendado.", junho de 2019
